Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Predicted_Score
4,87,Yes,7,0,73.0,72.19999999999999
8,51,Yes,6,8,47.0,58.599999999999994
6,75,Yes,4,3,63.0,70.5
7,72,Yes,4,3,63.0,73.69999999999999
8,75,No,4,3,68.0,80.5
2,72,No,9,1,52.0,51.699999999999996
8,70,No,8,3,64.0,77.5
3,60,Yes,6,1,38.0,49.5
7,66,Yes,8,7,60.0,64.1
3,66,No,4,6,45.0,45.6
7,47,Yes,7,9,39.0,49.7
2,95,No,4,1,75.0,65.5
6,76,Yes,8,1,67.0,74.1
3,71,Yes,4,1,48.0,56.1
3,65,Yes,4,0,44.0,54.0
9,41,Yes,8,5,37.0,62.099999999999994
7,51,Yes,8,5,41.0,58.099999999999994
5,61,No,7,0,47.0,61.6
7,56,No,8,0,45.0,68.6
9,46,No,7,5,43.0,65.1
1,82,Yes,5,5,54.0,46.699999999999996
7,43,No,5,3,32.0,56.3
6,76,No,8,2,64.0,72.6
9,77,Yes,4,8,74.0,79.19999999999999
1,71,Yes,6,5,50.0,40.1
4,50,No,4,0,33.0,50.0
9,40,No,8,2,36.0,66.0
4,64,No,7,0,45.0,58.4
3,81,No,4,2,58.0,60.6
9,91,No,5,1,85.0,98.1
2,63,Yes,9,4,41.0,41.8
4,92,No,8,2,78.0,72.19999999999999
6,82,No,4,6,63.0,70.19999999999999
2,95,No,9,7,76.0,56.5
8,56,No,4,6,51.0,64.6
8,47,No,7,1,36.0,66.7
1,98,No,7,9,74.0,50.3
3,84,Yes,7,9,65.0,51.900000000000006
9,66,Yes,9,6,65.0,75.6
5,91,Yes,6,9,79.0,66.1
6,57,No,9,2,46.0,61.19999999999999
4,66,No,8,6,47.0,50.6
2,61,Yes,8,0,42.0,46.6
8,55,No,5,1,46.0,71.5
6,41,No,5,9,34.0,41.099999999999994
5,44,No,8,0,27.0,51.4
9,57,Yes,4,8,52.0,67.19999999999999
1,42,Yes,8,1,17.0,28.7
5,66,Yes,6,1,53.0,63.099999999999994
6,93,No,5,5,84.0,78.3
5,56,Yes,5,6,39.0,49.6
6,55,Yes,9,1,44.0,61.5
6,45,Yes,5,3,36.0,52.5
7,90,No,8,2,81.0,86.0
4,46,Yes,5,4,30.0,41.599999999999994
8,89,Yes,5,8,80.0,81.4
7,53,No,9,1,41.0,65.3
9,77,Yes,8,4,77.0,85.19999999999999
7,79,No,4,7,69.0,71.9
3,54,No,5,5,34.0,39.9
3,86,Yes,5,3,64.0,62.099999999999994
8,86,Yes,5,9,78.0,78.1
5,87,Yes,6,7,74.0,66.69999999999999
4,72,No,8,2,52.0,60.199999999999996
8,82,Yes,5,3,76.0,84.69999999999999
6,66,Yes,6,8,53.0,57.599999999999994
2,68,Yes,4,4,46.0,44.8
4,96,No,4,5,77.0,70.1
4,76,No,9,1,59.0,64.1
6,44,No,9,8,35.0,44.4
6,68,Yes,9,7,61.0,60.3
1,71,Yes,6,6,46.0,38.6
8,99,No,4,8,97.0,87.4
6,92,Yes,9,4,86.0,79.19999999999999
3,45,Yes,7,4,24.0,36.0
9,41,No,9,8,37.0,57.599999999999994
2,45,No,4,4,18.0,31.0
8,85,No,7,8,84.0,79.0
3,82,Yes,6,0,59.0,64.19999999999999
5,43,Yes,7,9,29.0,37.3
6,95,Yes,4,9,84.0,73.5
6,68,No,5,7,60.0,60.3
4,98,No,7,2,78.0,75.8
3,64,Yes,4,7,46.0,42.9
4,48,No,9,4,31.0,42.8
1,95,No,5,1,68.0,60.5
4,42,Yes,6,8,25.0,33.2
1,65,No,6,3,37.0,39.5
1,87,Yes,8,6,62.0,48.199999999999996
6,82,No,6,7,69.0,68.69999999999999
5,66,Yes,8,6,50.0,55.599999999999994
4,75,No,6,5,55.0,57.5
3,71,Yes,6,6,54.0,48.6
1,40,No,6,3,12.0,24.5
6,96,No,8,9,88.0,74.1
2,92,No,9,0,69.0,65.19999999999999
8,93,No,8,4,88.0,89.8
5,55,No,7,7,41.0,47.5
7,90,Yes,4,9,83.0,75.5
2,87,Yes,4,5,62.0,54.699999999999996
8,50,Yes,9,4,45.0,64.0
2,65,No,4,1,42.0,47.5
4,79,Yes,6,9,65.0,53.900000000000006
1,94,No,9,4,73.0,55.4
5,40,No,4,9,23.0,35.5
9,65,Yes,8,2,61.0,81.0
1,67,Yes,7,1,41.0,43.699999999999996
9,92,No,5,2,85.0,97.19999999999999
8,97,No,7,3,93.0,93.69999999999999
6,48,Yes,4,1,35.0,57.3
7,99,Yes,9,3,92.0,89.9
3,98,No,4,3,79.0,69.3
1,83,No,8,5,57.0,47.3
5,61,Yes,7,4,49.0,55.6
2,47,No,8,6,28.0,29.200000000000003
5,97,No,8,6,85.0,74.19999999999999
8,88,Yes,5,2,82.0,89.8
9,81,Yes,8,8,80.0,81.6
2,66,No,8,6,41.0,40.6
3,78,No,5,6,57.0,52.8
3,58,Yes,6,1,41.0,48.3
1,64,No,6,9,43.0,29.9
8,77,Yes,9,2,73.0,83.19999999999999
6,60,No,5,2,46.0,63.0
8,63,Yes,9,5,61.0,70.3
9,63,No,9,3,61.0,78.3
5,99,No,8,3,87.0,79.9
3,99,No,9,0,78.0,74.4
5,58,Yes,4,5,43.0,52.3
5,89,Yes,7,7,75.0,67.9
5,86,Yes,4,7,72.0,66.1
3,41,No,4,7,18.0,29.099999999999994
4,53,No,8,4,36.0,45.8
9,92,Yes,7,9,92.0,86.69999999999999
9,71,Yes,9,5,71.0,80.1
2,81,No,7,4,58.0,52.6
8,71,No,9,3,69.0,78.1
8,67,No,6,3,58.0,75.69999999999999
7,87,No,5,3,74.0,82.69999999999999
8,78,Yes,8,3,72.0,82.3
3,79,Yes,9,5,61.0,54.9
6,81,No,9,5,74.0,71.1
1,86,No,7,4,60.0,50.6
7,79,No,8,8,70.0,70.4
1,52,Yes,9,7,27.0,25.700000000000003
9,51,Yes,6,9,49.0,62.099999999999994
1,47,No,4,5,17.0,25.700000000000003
1,54,No,9,8,34.0,25.4
7,65,No,7,4,51.0,68.0
2,51,No,6,9,27.0,27.099999999999994
5,82,No,8,3,67.0,69.69999999999999
8,90,No,9,5,84.0,86.5
8,85,Yes,6,3,81.0,86.5
3,66,Yes,6,7,45.0,44.1
7,57,Yes,6,6,50.0,60.19999999999999
3,84,No,6,4,67.0,59.400000000000006
6,75,No,6,9,67.0,61.5
6,88,No,6,5,77.0,75.3
3,90,Yes,5,6,70.0,60.0
7,66,No,8,1,59.0,73.1
3,48,Yes,4,8,27.0,31.799999999999997
8,94,No,8,6,88.0,87.4
4,78,No,7,7,60.0,56.3
1,40,No,7,4,14.0,23.0
4,46,Yes,8,2,27.0,44.599999999999994
7,65,Yes,6,1,54.0,72.5
4,46,Yes,5,1,32.0,46.099999999999994
6,91,No,4,2,79.0,81.6
9,46,Yes,9,0,44.0,72.6
1,47,No,9,0,20.0,33.2
5,55,No,6,6,42.0,49.0
7,42,Yes,8,9,33.0,46.7
1,84,Yes,9,7,58.0,44.9
4,49,No,8,5,31.0,41.9
6,89,No,5,6,75.0,74.4
2,46,No,5,0,22.0,37.599999999999994
5,60,No,8,0,46.0,61.0
1,92,Yes,6,8,68.0,48.199999999999996
6,76,Yes,6,4,66.0,69.6
6,70,Yes,6,6,60.0,63.0
4,62,No,9,5,44.0,49.699999999999996
8,96,No,4,3,90.0,93.1
4,66,No,4,0,47.0,59.6
8,95,Yes,6,3,88.0,92.5
8,61,No,8,9,56.0,63.099999999999994
5,78,No,5,9,66.0,58.3
4,96,Yes,7,7,78.0,67.1
2,66,Yes,5,0,43.0,49.6
3,93,No,5,1,72.0,69.3
3,88,Yes,7,7,69.0,57.3
4,43,No,6,1,24.0,44.3
4,63,Yes,5,9,47.0,44.3
5,62,No,7,8,45.0,50.199999999999996
4,87,Yes,9,2,72.0,69.19999999999999
8,58,Yes,8,2,51.0,71.8
6,81,Yes,8,5,73.0,71.1
6,42,Yes,8,2,28.0,52.2
8,66,No,6,8,56.0,67.6
7,42,No,5,7,29.0,49.7
8,67,Yes,5,3,60.0,75.69999999999999
2,56,No,4,5,28.0,36.1
9,70,Yes,8,7,66.0,76.5
1,49,Yes,6,3,21.0,29.9
8,88,No,7,4,84.0,86.8
4,61,No,6,6,42.0,47.6
4,69,No,5,7,51.0,50.9
5,88,No,8,6,74.0,68.8
8,60,No,4,7,50.0,65.5
5,75,No,9,3,62.0,65.5
8,92,No,6,0,90.0,95.19999999999999
1,62,Yes,4,5,32.0,34.699999999999996
9,77,No,5,4,71.0,85.19999999999999
6,51,Yes,7,3,37.0,56.099999999999994
3,64,No,6,1,42.0,51.9
8,93,No,9,0,85.0,95.8
9,96,Yes,5,8,96.0,90.6
6,59,Yes,8,1,51.0,63.900000000000006
7,88,Yes,6,8,82.0,75.8
1,88,Yes,4,5,64.0,50.3
5,81,No,6,5,67.0,66.1
5,46,No,5,1,32.0,51.099999999999994
4,68,Yes,5,5,50.0,53.3
6,87,Yes,4,2,73.0,79.19999999999999
7,68,No,9,6,62.0,66.8
9,52,No,5,9,48.0,62.7
1,42,Yes,6,3,20.0,25.7
6,41,No,9,8,33.0,42.599999999999994
7,55,No,4,4,43.0,62.0
3,69,Yes,5,9,49.0,42.9
8,77,Yes,5,2,70.0,83.19999999999999
5,45,Yes,6,0,28.0,52.0
9,84,Yes,5,0,82.0,95.4
5,46,No,6,3,29.0,48.099999999999994
9,44,Yes,8,9,42.0,57.900000000000006
4,95,No,9,9,79.0,63.5
9,46,No,6,3,41.0,68.1
5,73,No,7,8,61.0,56.8
9,71,No,5,7,69.0,77.1
3,88,Yes,8,3,68.0,63.3
4,52,No,9,5,38.0,43.7
9,69,Yes,4,6,67.0,77.4
6,64,No,7,9,54.0,54.900000000000006
2,60,Yes,4,7,39.0,35.5
7,99,No,7,3,93.0,89.9
2,98,No,8,0,76.0,68.8
2,60,Yes,9,4,39.0,40.0
1,67,Yes,8,0,38.0,45.199999999999996
3,87,Yes,8,3,69.0,62.69999999999999
6,97,Yes,7,6,88.0,79.19999999999999
8,59,No,6,6,54.0,66.4
9,73,No,9,0,68.0,88.8
7,44,No,4,8,33.0,49.4
4,57,No,6,1,40.0,52.699999999999996
6,99,No,6,4,87.0,83.4
5,78,Yes,5,5,64.0,64.3
8,82,Yes,4,0,70.0,89.19999999999999
1,96,No,7,1,70.0,61.099999999999994
1,96,Yes,5,6,72.0,53.599999999999994
6,50,No,5,5,38.0,52.5
2,93,No,8,5,71.0,58.3
5,56,Yes,7,5,40.0,51.1
1,87,No,6,6,58.0,48.199999999999996
7,84,Yes,9,9,77.0,71.9
1,61,No,6,8,38.0,29.6
4,76,Yes,6,8,60.0,53.599999999999994
9,59,No,8,1,57.0,78.9
1,87,No,6,1,63.0,55.699999999999996
4,99,Yes,4,4,82.0,73.4
6,93,No,6,9,84.0,72.3
6,93,No,6,6,84.0,76.8
8,87,Yes,4,2,77.0,89.19999999999999
1,87,Yes,8,2,61.0,54.199999999999996
7,85,Yes,5,3,73.0,81.5
1,45,No,7,2,15.0,29.0
7,73,Yes,8,2,64.0,75.8
3,53,Yes,6,7,33.0,36.3
8,87,Yes,5,6,78.0,83.19999999999999
3,62,No,7,6,43.0,43.199999999999996
1,59,Yes,7,9,34.0,26.9
8,52,No,7,1,48.0,69.7
3,86,No,4,8,66.0,54.599999999999994
2,83,Yes,4,5,60.0,52.3
1,80,No,5,2,53.0,50.0
3,71,No,6,8,51.0,45.6
2,65,No,5,8,43.0,37.0
2,89,No,6,5,68.0,55.9
6,92,No,8,9,80.0,71.69999999999999
1,53,Yes,7,5,26.0,29.299999999999997
2,91,Yes,7,7,70.0,54.099999999999994
6,96,Yes,4,7,85.0,77.1
3,75,No,8,5,57.0,52.5
4,47,Yes,9,6,30.0,39.2
1,79,No,8,3,56.0,47.9
8,61,No,6,0,53.0,76.6
7,61,No,8,3,52.0,67.1
7,55,No,4,7,47.0,57.5
3,66,Yes,6,7,48.0,44.1
3,95,No,5,1,78.0,70.5
2,99,Yes,6,6,79.0,60.400000000000006
1,99,Yes,5,0,75.0,64.4
7,49,No,9,1,40.0,62.900000000000006
7,64,Yes,6,7,59.0,62.900000000000006
2,70,Yes,7,9,49.0,38.5
7,60,Yes,9,3,48.0,66.5
8,66,No,5,2,60.0,76.6
1,56,No,4,1,29.0,37.1
9,72,No,9,5,68.0,80.69999999999999
7,70,Yes,9,3,63.0,72.5
3,89,Yes,9,2,71.0,65.4
8,81,No,5,2,76.0,85.6
7,65,No,5,9,57.0,60.5
8,60,Yes,6,2,54.0,73.0
6,75,No,7,7,61.0,64.5
9,40,No,9,8,34.0,57.0
5,43,Yes,6,8,32.0,38.8
3,43,Yes,6,4,23.0,34.8
3,65,No,7,0,44.0,54.0
1,43,No,6,9,18.0,17.3
8,88,No,7,4,82.0,86.8
2,48,No,4,0,18.0,38.8
3,69,Yes,7,8,52.0,44.4
8,90,No,8,9,88.0,80.5
8,84,No,7,7,78.0,79.9
4,43,Yes,7,6,26.0,36.8
4,44,Yes,8,1,26.0,44.9
5,84,Yes,7,1,74.0,73.9
6,62,Yes,5,3,52.0,62.69999999999999
5,55,Yes,6,8,40.0,46.0
7,61,Yes,6,8,54.0,59.599999999999994
2,76,Yes,4,7,51.0,45.1
7,47,No,4,4,35.0,57.2
7,87,No,8,6,79.0,78.19999999999999
1,72,Yes,5,8,45.0,36.199999999999996
7,94,No,4,2,81.0,88.4
5,99,No,6,3,87.0,79.9
3,77,Yes,4,1,56.0,59.699999999999996
3,82,Yes,4,8,65.0,52.19999999999999
4,55,Yes,7,6,38.0,44.0
2,44,Yes,4,5,17.0,28.9
2,55,Yes,8,4,35.0,37.0
1,46,No,6,6,20.0,23.599999999999994
5,90,No,8,2,75.0,76.0
4,40,Yes,8,4,26.0,38.0
2,48,Yes,9,1,23.0,37.3
3,57,No,5,4,38.0,43.199999999999996
7,84,No,9,6,78.0,76.4
7,97,No,9,9,91.0,79.69999999999999
4,86,Yes,7,6,67.0,62.599999999999994
5,42,Yes,8,8,31.0,38.2
5,63,No,5,2,49.0,59.8
6,67,Yes,6,7,57.0,59.69999999999999
9,49,No,6,4,45.0,68.4
2,48,Yes,5,6,22.0,29.799999999999997
5,52,Yes,8,0,35.0,56.2
3,87,No,8,0,65.0,67.19999999999999
4,74,No,7,3,53.0,59.900000000000006
6,93,Yes,7,4,79.0,79.8
8,62,No,9,9,57.0,63.69999999999999
1,86,Yes,6,2,58.0,53.6
8,56,No,7,5,50.0,66.1
7,85,No,5,2,75.0,83.0
1,46,Yes,6,4,17.0,26.599999999999994
2,91,Yes,8,0,70.0,64.6
3,55,Yes,6,2,36.0,45.0
1,92,No,4,6,61.0,51.199999999999996
9,79,No,6,2,78.0,89.4
8,75,Yes,7,4,71.0,79.0
2,59,No,5,6,36.0,36.4
9,63,Yes,8,1,63.0,81.3
7,86,Yes,8,2,78.0,83.6
9,44,Yes,7,3,39.0,66.9
6,84,Yes,7,4,70.0,74.4
6,45,Yes,7,8,34.0,45.0
4,67,No,4,8,49.0,48.199999999999996
2,98,No,5,3,71.0,64.3
7,44,Yes,4,8,34.0,49.4
5,88,No,7,3,77.0,73.3
6,78,Yes,5,1,67.0,75.3
2,77,No,7,9,52.0,42.699999999999996
5,41,No,5,0,25.0,49.599999999999994
4,82,Yes,8,6,68.0,60.19999999999999
9,78,No,4,3,76.0,87.3
6,93,Yes,9,7,85.0,75.3
2,60,No,7,7,40.0,35.5
1,79,Yes,7,7,56.0,41.9
5,76,Yes,6,5,62.0,63.099999999999994
9,98,Yes,9,8,99.0,91.8
6,57,Yes,8,3,46.0,59.69999999999999
7,93,Yes,7,4,86.0,84.8
5,87,Yes,4,3,73.0,72.69999999999999
6,85,No,8,4,74.0,75.0
5,51,Yes,7,1,37.0,54.099999999999994
9,56,No,4,4,50.0,72.6
6,76,Yes,6,9,65.0,62.099999999999994
8,85,No,6,7,79.0,80.5
2,77,Yes,4,8,53.0,44.199999999999996
9,54,Yes,8,6,55.0,68.4
5,46,No,4,6,31.0,43.599999999999994
7,53,Yes,9,5,47.0,59.3
1,89,Yes,4,1,63.0,56.9
5,40,Yes,6,9,27.0,35.5
2,77,Yes,6,9,53.0,42.699999999999996
6,42,No,6,8,33.0,43.2
1,76,Yes,9,4,56.0,44.6
3,83,No,7,5,65.0,57.3
5,70,Yes,9,0,55.0,67.0
4,82,Yes,7,4,67.0,63.19999999999999
3,52,Yes,9,5,32.0,38.7
5,87,Yes,5,9,73.0,63.69999999999999
8,57,No,7,1,45.0,72.69999999999999
4,56,Yes,8,6,43.0,44.6
1,56,Yes,8,3,32.0,34.1
7,50,Yes,6,4,42.0,59.0
8,59,No,9,2,55.0,72.4
3,49,No,4,4,28.0,38.4
6,68,No,6,3,58.0,66.3
2,87,No,4,9,67.0,48.699999999999996
7,73,Yes,9,5,66.0,71.3
8,56,Yes,6,1,46.0,72.1
6,93,No,6,2,79.0,82.8
6,91,Yes,8,9,83.0,71.1
5,81,Yes,4,0,63.0,73.6
8,52,No,5,6,45.0,62.2
1,83,Yes,5,8,63.0,42.8
4,86,No,6,1,70.0,70.1
4,78,No,9,6,58.0,57.8
3,66,No,6,2,50.0,51.6
3,93,No,8,4,77.0,64.8
4,92,No,4,5,75.0,67.69999999999999
1,65,No,6,7,40.0,33.5
2,67,Yes,9,3,43.0,45.699999999999996
9,52,Yes,5,1,47.0,74.7
2,51,Yes,4,2,22.0,37.599999999999994
5,83,No,6,7,71.0,64.3
9,67,No,4,6,63.0,76.19999999999999
9,41,No,8,5,37.0,62.099999999999994
8,76,Yes,5,4,72.0,79.6
1,96,Yes,9,4,73.0,56.599999999999994
1,96,No,4,0,72.0,62.599999999999994
9,73,No,5,5,68.0,81.3
8,62,No,6,8,59.0,65.19999999999999
9,97,No,9,7,97.0,92.69999999999999
7,91,No,9,9,83.0,76.1
3,84,Yes,7,0,65.0,65.4
3,68,No,4,5,47.0,48.3
2,74,No,5,2,51.0,51.4
5,50,No,4,5,32.0,47.5
3,87,No,6,8,63.0,55.19999999999999
6,72,Yes,6,5,60.0,65.69999999999999
2,90,No,9,7,70.0,53.5
3,50,No,9,5,32.0,37.5
5,48,No,5,5,32.0,46.3
1,53,Yes,8,6,29.0,27.799999999999997
1,48,No,4,9,21.0,20.299999999999997
9,78,Yes,4,3,74.0,87.3
7,87,No,6,7,81.0,76.69999999999999
1,42,No,4,3,11.0,25.7
8,68,No,5,6,65.0,71.8
3,58,No,7,0,37.0,49.8
8,75,No,9,8,75.0,73.0
5,71,No,6,9,61.0,54.099999999999994
1,46,No,9,8,17.0,20.599999999999994
7,94,No,9,6,87.0,82.4
5,67,No,9,7,52.0,54.69999999999999
6,83,Yes,7,1,71.0,78.3
6,57,Yes,4,9,46.0,50.69999999999999
8,99,Yes,8,9,99.0,85.9
9,44,Yes,9,6,40.0,62.400000000000006
2,62,No,5,0,42.0,47.199999999999996
9,94,No,9,2,91.0,98.4
9,61,Yes,9,5,57.0,74.1
7,65,Yes,4,4,58.0,68.0
1,81,Yes,5,4,55.0,47.6
7,51,Yes,4,8,46.0,53.599999999999994
5,79,No,9,5,64.0,64.9
6,58,Yes,4,2,45.0,61.8
7,86,No,4,1,78.0,85.1
5,40,No,6,8,24.0,37.0
7,42,No,7,9,36.0,46.7
9,66,Yes,8,3,65.0,80.1
3,57,Yes,7,4,35.0,43.199999999999996
8,89,No,7,8,87.0,81.4
2,69,Yes,5,4,45.0,45.4
7,41,Yes,6,6,35.0,50.599999999999994
2,44,No,6,1,18.0,34.9
4,68,No,4,1,46.0,59.3
7,72,Yes,7,3,63.0,73.69999999999999
3,81,No,8,7,62.0,53.1
2,59,Yes,5,1,35.0,43.9
7,69,Yes,6,9,63.0,62.900000000000006
1,81,No,4,6,58.0,44.6
8,44,No,8,0,37.0,66.4
3,89,Yes,7,8,74.0,56.400000000000006
2,60,No,8,9,40.0,32.5
3,97,Yes,6,5,78.0,65.69999999999999
5,54,No,5,0,38.0,57.4
8,59,Yes,7,9,55.0,61.900000000000006
7,47,No,5,5,39.0,55.7
7,88,Yes,9,4,84.0,81.8
7,70,Yes,8,4,60.0,71.0
8,51,No,8,4,47.0,64.6
1,60,Yes,4,3,34.0,36.5
4,69,Yes,7,6,54.0,52.4
6,66,Yes,8,8,56.0,57.599999999999994
9,83,Yes,6,3,82.0,90.3
2,65,Yes,9,1,45.0,47.5
1,72,No,6,1,45.0,46.699999999999996
2,65,Yes,5,1,43.0,47.5
7,65,Yes,9,6,57.0,65.0
3,75,Yes,9,3,56.0,55.5
2,79,No,6,3,56.0,52.9
7,40,No,8,0,30.0,59.0
2,98,Yes,6,3,75.0,64.3
3,54,Yes,7,5,33.0,39.9
7,89,No,5,1,80.0,86.9
4,40,No,9,3,27.0,39.5
1,50,Yes,7,6,26.0,26.0
5,94,No,8,8,81.0,69.4
9,41,Yes,8,1,41.0,68.1
8,40,Yes,6,7,34.0,53.5
9,70,Yes,4,5,68.0,79.5
9,83,No,9,7,83.0,84.3
7,55,Yes,9,1,44.0,66.5
4,93,Yes,4,0,75.0,75.8
5,61,No,8,6,52.0,52.6
1,81,Yes,8,8,56.0,41.6
1,57,Yes,9,8,37.0,27.199999999999996
3,86,Yes,5,1,67.0,65.1
8,56,No,9,3,50.0,69.1
2,69,No,8,0,46.0,51.4
4,49,Yes,8,6,31.0,40.4
2,74,No,5,1,51.0,52.9
5,97,Yes,7,3,82.0,78.69999999999999
9,60,Yes,7,1,58.0,79.5
1,55,No,5,0,31.0,38.0
5,45,No,5,6,29.0,43.0
9,42,Yes,7,5,40.0,62.7
1,80,No,7,1,51.0,51.5
9,82,No,7,3,79.0,89.69999999999999
8,60,No,7,2,52.0,73.0
4,52,Yes,9,2,36.0,48.2
5,57,Yes,9,2,43.0,56.199999999999996
5,97,No,6,3,81.0,78.69999999999999
6,93,Yes,5,0,81.0,85.8
7,99,Yes,4,0,84.0,94.4
8,63,No,6,6,55.0,68.8
8,66,Yes,4,4,64.0,73.6
2,93,No,4,2,68.0,62.8
9,43,Yes,8,8,41.0,58.8
7,61,Yes,5,4,53.0,65.6
4,63,No,9,9,50.0,44.3
4,79,Yes,6,2,65.0,64.4
8,84,No,5,8,78.0,78.4
4,49,Yes,7,0,31.0,49.4
6,41,Yes,5,8,30.0,42.599999999999994
5,79,Yes,4,4,64.0,66.4
3,45,No,9,5,26.0,34.5
2,87,Yes,7,1,66.0,60.699999999999996
9,57,Yes,5,7,55.0,68.69999999999999
9,56,No,5,2,52.0,75.6
1,77,No,9,0,57.0,51.199999999999996
3,84,Yes,4,6,68.0,56.400000000000006
8,62,No,7,2,57.0,74.19999999999999
6,85,No,4,3,75.0,76.5
5,69,No,9,4,54.0,60.400000000000006
5,97,No,5,0,82.0,83.19999999999999
6,60,Yes,6,8,51.0,54.0
7,49,No,6,6,43.0,55.400000000000006
1,95,Yes,8,1,68.0,60.5
9,82,Yes,6,0,77.0,94.19999999999999
3,52,Yes,9,1,33.0,44.7
4,51,No,9,2,37.0,47.599999999999994
1,48,No,9,2,23.0,30.799999999999997
3,43,Yes,7,7,26.0,30.299999999999997
2,78,Yes,8,4,56.0,50.8
2,63,No,7,8,42.0,35.8
1,93,No,6,2,65.0,57.8
8,73,Yes,6,5,66.0,76.3
3,78,No,5,3,57.0,57.3
3,80,No,7,7,59.0,52.5
6,44,Yes,4,0,28.0,56.4
8,54,No,5,3,46.0,67.9
9,89,No,7,6,84.0,89.4
9,43,Yes,9,8,42.0,58.8
4,90,No,8,0,73.0,74.0
5,91,Yes,7,7,77.0,69.1
2,97,No,8,1,74.0,66.69999999999999
9,78,Yes,8,3,75.0,87.3
8,97,No,6,3,94.0,93.69999999999999
3,47,Yes,4,7,27.0,32.7
9,88,No,7,1,89.0,96.3
3,84,No,4,6,62.0,56.400000000000006
9,63,No,8,2,59.0,79.8
2,92,Yes,6,8,73.0,53.19999999999999
9,67,No,4,4,57.0,79.19999999999999
8,94,Yes,5,7,90.0,85.9
9,82,No,8,4,80.0,88.19999999999999
5,66,No,5,0,50.0,64.6
2,40,No,9,8,18.0,22.0
8,73,No,4,9,68.0,70.3
6,56,No,4,6,39.0,54.6
8,76,No,4,3,67.0,81.1
5,77,Yes,9,6,69.0,62.19999999999999
2,65,Yes,7,4,43.0,43.0
6,96,No,8,9,84.0,74.1
5,63,No,8,8,50.0,50.8
5,78,No,8,1,65.0,70.3
1,99,No,7,3,74.0,59.900000000000006
2,60,No,4,5,35.0,38.5
8,69,Yes,4,4,61.0,75.4
3,86,No,9,0,64.0,66.6
3,90,No,5,8,66.0,57.0
8,87,Yes,7,8,81.0,80.19999999999999
8,96,Yes,6,2,93.0,94.6
2,52,Yes,7,3,28.0,36.7
8,76,No,9,3,71.0,81.1
1,42,No,5,9,13.0,16.7
6,71,No,5,7,59.0,62.099999999999994
8,74,No,5,5,67.0,76.9
3,58,No,4,1,35.0,48.3
8,53,Yes,6,3,46.0,67.3
1,87,No,5,0,59.0,57.199999999999996
9,61,No,8,2,57.0,78.6
9,56,No,4,3,51.0,74.1
5,98,Yes,6,7,80.0,73.3
4,43,No,8,2,22.0,42.8
6,84,No,6,4,71.0,74.4
7,79,No,9,0,73.0,82.4
5,58,No,6,3,40.0,55.3
9,76,Yes,8,1,75.0,89.1
3,41,Yes,7,3,24.0,35.099999999999994
7,54,Yes,6,4,45.0,61.400000000000006
5,41,No,7,2,25.0,46.599999999999994
7,50,Yes,6,5,42.0,57.5
2,84,Yes,9,1,63.0,58.9
4,62,No,8,4,44.0,51.199999999999996
2,49,No,6,3,26.0,34.9
7,42,Yes,5,4,31.0,54.2
2,44,Yes,9,8,26.0,24.4
1,42,Yes,5,5,15.0,22.7
9,77,Yes,9,6,77.0,82.19999999999999
1,52,No,9,7,31.0,25.700000000000003
8,81,No,6,8,75.0,76.6
2,58,Yes,8,4,34.0,38.8
8,79,Yes,8,7,74.0,76.9
3,89,Yes,4,1,68.0,66.9
6,74,No,8,9,64.0,60.900000000000006
3,63,No,7,8,43.0,40.8
7,63,No,6,1,54.0,71.3
9,56,Yes,5,4,53.0,72.6
2,79,No,8,5,56.0,49.9
5,49,Yes,5,3,34.0,49.9
6,41,Yes,4,7,27.0,44.099999999999994
4,83,No,6,9,66.0,56.3
4,62,Yes,8,2,41.0,54.199999999999996
4,45,No,5,4,25.0,41.0
2,41,No,9,1,20.0,33.099999999999994
4,60,Yes,8,2,45.0,53.0
1,94,Yes,4,7,70.0,50.9
6,95,No,9,4,86.0,81.0
1,74,No,5,2,46.0,46.4
6,88,No,5,4,73.0,76.8
1,68,No,6,8,42.0,33.8
6,46,No,6,2,27.0,54.599999999999994
8,68,No,5,9,64.0,67.3
2,92,No,9,6,71.0,56.19999999999999
2,76,Yes,6,7,56.0,45.1
4,62,No,5,4,43.0,51.199999999999996
3,72,Yes,9,2,50.0,55.199999999999996
4,47,Yes,7,5,31.0,40.7
7,51,No,8,2,42.0,62.599999999999994
1,85,No,7,8,60.0,44.0
6,87,No,7,1,76.0,80.69999999999999
3,49,No,8,2,28.0,41.4
7,54,No,5,6,45.0,58.400000000000006
2,92,Yes,5,9,71.0,51.69999999999999
2,63,Yes,6,7,44.0,37.3
4,65,No,4,4,48.0,53.0
1,86,No,5,4,57.0,50.6
3,81,No,8,4,61.0,57.6
9,92,No,4,3,86.0,95.69999999999999
7,99,Yes,8,8,95.0,82.4
7,78,Yes,8,5,70.0,74.3
4,97,Yes,8,7,81.0,67.69999999999999
2,42,No,4,7,18.0,24.700000000000003
4,41,No,7,4,24.0,38.599999999999994
6,45,No,9,8,32.0,45.0
3,60,Yes,8,1,40.0,49.5
1,48,Yes,6,7,25.0,23.299999999999997
8,49,Yes,5,2,41.0,66.4
5,75,No,9,6,66.0,61.0
